source,lemmatized
bible,house jerusalem house king judah shall defiled place tophet house upon whose roof burned incense unto host heaven poured drink offering unto god
bible,came jeremiah tophet whither lord sent prophesy stood court lord house said people
bible,thus saith lord host god israel behold bring upon city upon town evil pronounced hardened neck might hear word
bible,pashur son immer priest also chief governor house lord heard jeremiah prophesied thing
bible,pashur smote jeremiah prophet put stock high gate benjamin house lord
bible,came pas morrow pashur brought forth jeremiah stock said jeremiah unto lord hath called thy name pashur magormissabib
bible,thus saith lord behold make thee terror thyself thy friend shall fall sword enemy thine eye shall behold give judah hand king babylon shall carry captive babylon shall slay sword
bible,moreover deliver strength city labour thereof precious thing thereof treasure king judah give hand enemy shall spoil take carry babylon
bible,thou pashur dwell thine house shall go captivity thou shalt come babylon thou shalt die shalt buried thou thy friend thou hast prophesied lie
bible,lord thou hast deceived deceived thou art stronger hast prevailed derision daily every one mocketh
bible,since spake cried cried violence spoil word lord made reproach unto derision daily
bible,said make mention speak name word mine heart burning fire shut bone weary forbearing could stay
bible,heard defaming many fear every side report say report familiar watched halting saying peradventure enticed shall prevail shall take revenge
bible,lord mighty terrible one therefore persecutor shall stumble shall prevail shall greatly ashamed shall prosper everlasting confusion shall never forgotten
bible,lord host triest righteous seest rein heart let see thy vengeance unto thee opened cause
bible,sing unto lord praise ye lord hath delivered soul poor hand evildoer
bible,cursed day wherein born let day wherein mother bare blessed
bible,cursed man brought tidings father saying man child born unto thee making glad
bible,let man city lord overthrew repented let hear cry morning shouting noontide
bible,slew womb mother might grave womb always great
bible,wherefore came forth womb see labour sorrow day consumed shame
bible,word came unto jeremiah lord king zedekiah sent unto pashur son melchiah zephaniah son maaseiah priest saying
bible,enquire pray thee lord u nebuchadrezzar king babylon maketh war u lord deal u according wondrous work may go u
bible,said jeremiah unto thus shall ye say zedekiah
bible,thus saith lord god israel behold turn back weapon war hand wherewith ye fight king babylon chaldean besiege without wall assemble midst city
bible,fight outstretched hand strong arm even anger fury great wrath
bible,smite inhabitant city man beast shall die great pestilence
bible,afterward saith lord deliver zedekiah king judah servant people left city pestilence sword famine hand nebuchadrezzar king babylon hand enemy hand seek life shall smite edge sword shall spare neither pity mercy
bible,unto people thou shalt say thus saith lord behold set way life way death
bible,abideth city shall die sword famine pestilence goeth falleth chaldean besiege shall live life shall unto prey
bible,set face city evil good saith lord shall given hand king babylon shall burn fire
bible,touching house king judah say hear ye word lord
bible,house david thus saith lord execute judgment morning deliver spoiled hand oppressor lest fury go like fire burn none quench evil doings
bible,behold thee inhabitant valley rock plain saith lord say shall come u shall enter habitation
bible,punish according fruit doings saith lord kindle fire forest thereof shall devour thing round
bible,thus saith lord go house king judah speak word
bible,say hear word lord king judah sittest upon throne david thou thy servant thy people enter gate
bible,thus saith lord execute ye judgment righteousness deliver spoiled hand oppressor wrong violence stranger fatherless widow neither shed innocent blood place
bible,ye thing indeed shall enter gate house king sitting upon throne david riding chariot horse servant people
bible,ye hear word swear saith lord house shall become desolation
bible,thus saith lord unto king house judah thou art gilead unto head lebanon yet surely make thee wilderness city inhabited
bible,prepare destroyer thee every one weapon shall cut thy choice cedar cast fire
bible,many nation shall pas city shall say every man neighbour wherefore hath lord done thus unto great city
bible,shall answer forsaken covenant lord god worshipped god served
bible,weep ye dead neither bemoan weep sore goeth away shall return see native country
bible,thus saith lord touching shallum son josiah king judah reigned instead josiah father went forth place shall return thither
bible,shall die place whither led captive shall see land
bible,woe unto buildeth house unrighteousness chamber wrong useth neighbour service without wage giveth work
bible,saith build wide house large chamber cutteth window cieled cedar painted vermilion
bible,shalt thou reign thou closest thyself cedar thy father eat drink judgment justice well
bible,judged cause poor needy well know saith lord
bible,thine eye thine heart thy covetousness shed innocent blood oppression violence
